"msg_num","count","org_id","full_name","name"
106575321095565,13450,"57e49c04e4b0a9eec391cea4","招商证券","招商证券"
10655418,13445,"58da2ddee4b0cc1d2f9ceca9","上海熊猫互娱文化有限公司","熊猫直播"
10086901,13442,"57b14a8ea310d85abfaf1127","中国移动通信集团公司","中国移动"
1065752190881060,13429,"57df787ce4b0bf65fc459063","北京小桔科技有限公司","滴滴出行"
106903290131223,13409,"58c9ef88e4b056c801798619","嘉实基金","嘉实基金"
10657565033645652,13254,"58e743bbe4b029735805f7f9","中国金币总公司","中国金币网上商城"
1069011561111,13100,"57b121bf4d985e4e2be6114e","顺丰科技有限公司","顺丰速运"
1069046406888,12960,"596475b6e4b06bc6738401f1","上海驴妈妈兴旅国际旅行社有限公司","驴妈妈"
10657520013277740,12954,"57df787ce4b0bf65fc459063","北京小桔科技有限公司","滴滴出行"
10658288,12951,"57b14a8ea310d85abfaf1127","中国移动通信集团公司","中国移动"
121233705,12913,"59799d49e4b0325c4c23fc0d","山东省公安厅交警总队","山东交警"
106575004007888888,12906,"57e88c91e4b0a9eec391d082","中国光大银行股份有限公司","光大银行"
10657555109758,12862,"57d918d5e4b02fde3b91155e","上海拉扎斯信息科技有限公司","饿了么"
10659057196596,12791,"57e4eab2e4b0a9eec391d03d","浙江农信","浙江农信"
1065756196588,12718,"597ab1bfe4b0c84f894042f8","海南省农村信用社联合社","海南农信社"
